CCN,Provider Name,City,State,Zip Code,FIPS County Code,County Name,Report Date,MDS Item Question/Description,MDS Item Response,Overall Percent,Total Residents,Short-Stay Percent,Short-Stay Residents,Long-Stay Percent,Long-Stay Residents
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010F: Identification Information - Race - Filipino,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010G: Identification Information - Race - Japanese,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010G: Identification Information - Race - Japanese,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010H: Identification Information - Race - Korean,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010H: Identification Information - Race - Korean,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010I: Identification Information - Race - Vietnamese,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010I: Identification Information - Race - Vietnamese,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010J: Identification Information - Race - Other Asian,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010J: Identification Information - Race - Other Asian,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010K: Identification Information - Race - Native Hawaiian,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010K: Identification Information - Race - Native Hawaiian,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010L: Identification Information - Race - Guamanian or Chamorro,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010L: Identification Information - Race - Guamanian or Chamorro,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010M: Identification Information - Race - Samoan,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010M: Identification Information - Race - Samoan,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010N: Identification Information - Race - Other Pacific Islander,No,100,71,100,36,100,35
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1010N: Identification Information - Race - Other Pacific Islander,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1110B: Identification Information - Language: Need Or Want An Interpreter To Communicate With A Doctor Or Health Care Staff?,No,100,55,100,28,100,27
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1110B: Identification Information - Language: Need Or Want An Interpreter To Communicate With A Doctor Or Health Care Staff?,Yes,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1110B: Identification Information - Language: Need Or Want An Interpreter To Communicate With A Doctor Or Health Care Staff?,Unable to determine,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1200: Identification Information - Marital Status,Never married,_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1200: Identification Information - Marital Status,Married,21.13,15,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1200: Identification Information - Marital Status,Widowed,52.11,37,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1200: Identification Information - Marital Status,Separated,_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1200: Identification Information - Marital Status,Divorced,_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1250A: Identification Information - Transportation: Lack Of Transportation Kept Resident From Medical Appointments or From Getting Medication,No,100,13,100,13,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1250A: Identification Information - Transportation: Lack Of Transportation Kept Resident From Medical Appointments or From Getting Medication,Yes,0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025","A1250B: Identification Information - Transportation: Lack Of Transportation Kept Resident From Non-medical Meetings, Appointments, Work, or From Getting Things That I Need",No,100,13,100,13,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025","A1250B: Identification Information - Transportation: Lack Of Transportation Kept Resident From Non-medical Meetings, Appointments, Work, or From Getting Things That I Need",Yes,0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025","A1250C: Identification Information - Transportation: Lack of Transportation Did Not Keep Resident From Medical Appointments, Meetings, Work, or From Getting Things Needed For Daily Living",No,0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025","A1250C: Identification Information - Transportation: Lack of Transportation Did Not Keep Resident From Medical Appointments, Meetings, Work, or From Getting Things Needed For Daily Living",Yes,100,13,100,13,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1700: Identification Information - Type of Entry,Admission,56.34,40,_,_,40,14
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1700: Identification Information - Type of Entry,Reentry,43.66,31,_,_,60,21
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,"Home/Community (e.g., private home/apt., board/care, assisted living, group home, transitional living, other
residential care arrangements)",_,_,0,0,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Nursing Home (long-term care facility),_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,"Skilled Nursing Facility (SNF, swing bed)",_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,"Short-Term General Hospital (acute hospital, IPPS)",_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Long-Term Care Hospital (LTCH),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,"Inpatient Rehabilitation Facility (IRF, free standing facility or unit)",0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Inpatient Psychiatric Facility (psychiatric hospital or unit),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Intermediate Care Facility (ID/DD facility),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Hospice (home/non-institutional),_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Hospice (institutional facility),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Critical Access Hospital (CAH),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Home under care of organized home health service organization,_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A1805: Identification Information - Entered From,Not listed,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home/Community,_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Nursing Home,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Skilled Nursing Facility,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Short-term General Hospital,_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Long-term Care Hospital,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Rehabilitation Facility,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Psychiatric Facility,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Intermediate Care Facility,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Home/Non-Institutional),_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home/Community: Planned Discharge (A0310G),_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Nursing Home: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Skilled Nursing Facility: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Short-term General Hospital: Planned Discharge (A0310G),_,_,0,0,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Long-term Care Hospital: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Rehabilitation Facility: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Psychiatric Facility: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Intermediate Care Facility: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Home/Non-Institutional): Planned Discharge (A0310G),_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home/Community: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Nursing Home: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Skilled Nursing Facility: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Short-term General Hospital: Unplanned Discharge (A0310G),_,_,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Long-term Care Hospital: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Rehabilitation Facility: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Psychiatric Facility: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Intermediate Care Facility: Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Home/Non-Institutional): Unplanned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home/Community: Return Not Anticipated (A0310F),_,_,_,_,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Nursing Home: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Skilled Nursing Facility: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Short-term General Hospital: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Long-term Care Hospital: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Rehabilitation Facility: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Psychiatric Facility: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Intermediate Care Facility: Return Not Anticipated (A0310F),0,0,0,0,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Home/Non-Institutional): Return Not Anticipated (A0310F),_,_,_,_,.,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home/Community: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Nursing Home: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Skilled Nursing Facility: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Short-term General Hospital: Return Anticipated (A0310F),100,13,_,_,_,_
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Long-term Care Hospital: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Rehabilitation Facility: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Inpatient Psychiatric Facility: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Intermediate Care Facility: Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Home/Non-Institutional): Return Anticipated (A0310F),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Institutional Facility),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Critical Access Hospital,0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home under care of organized home health service organization,_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Institutional Facility): Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Critical Access Hospital: Planned Discharge (A0310G),0,0,0,0,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Home under care of organized home health service organization: Planned Discharge (A0310G),_,_,_,_,0,0
015009,"BURNS NURSING HOME, INC.",RUSSELLVILLE,AL,35653,059,Franklin,"Q1, 2025",A2105: Discharge - Discharge Status/Location,Hospice (Institutional Facility): Unplanned Discharge (A0310G),0,0,0,0,0,0
